Early_Voyages_to_Terra_Australis,_now_called_Austr-stats.tsv was processed in 0:00:02 write back to file in 0:00:00

1 names were extracted from Early_Voyages_to_Terra_Australis,_now_called_Austr
1 unique names  --- 1 Personal names and 0 Corporate names
1 titles were extracted from Early_Voyages_to_Terra_Australis,_now_called_Austr

API searched	hits	hit_rate
search_api_LC	0	0.0
search_api_LCS	0	0.0
search_api_VF	0	0.0
search_api_VFP	1	100.0
search_api_VFC	0	0.0
names-enriched	1	100.0


LC_ID
names enriched	average matching score	median matching score	variance of matching score	standard-div of matching score	hit rate
1	100	100	N/A	N/A	100.0	

work_id
titles enriched	average matching score	median matching score	variance of matching score	standard-div of matching score	hit rate
1	100.0	100.0	N/A	N/A	100.0	

