Reading (Multiple choice).	145
Reading, Grade 12 diploma examination	142
English 33.	80
Written response.	74
Reading.	74
Reading, Grade 12 diploma examination.	74
Written response, Grade 12 diploma examination.	37
Written response, Grade 12 diploma examination	36
Physique 30	25
7e ann̩e	24
1re ann̩e	24
Chimie 30.	24
6e ann̩e	24
Biologie 30.	24
5e ann̩e	24
3e ann̩e	24
8e ann̩e	24
4e ann̩e	24
9e ann̩e	24
2e ann̩e	24
Etudes sociales 30	23
Social studies 30.	21
Math̩matiques 30.	20
Science 30.	18
Fran̤ais 30.	17
10e, 11e et 12e ann̩es	16
Element details.	15
Biology 30.	14
Chemistry 30.	14
Lecture (choix multiples)	13
English 30.	13
Forestry and related industries	12
Physics 30.	12
Production ̩crite	10
Composition	9
Langue et litt̩rature 30.	9
Compr̩hension ̩crite (choix multiples).	9
Compr̩hension ̩crite.	9
Appendix III	8
Dixi̬me, onzi̬me douzi̬me ann̩es	7
10-11-12	7
Grade 3 mathematics	7
Grade 9 science	6
Grade 9 English language arts	6
Science 30 information bulletin.	6
Grade 6 English language arts	5
Social studies 33	5
Grade 6 social studies	5
Grade 3 English language arts	5
English 33	3
Applied mathematics 30	3
Appendix II	3
Kindergarten.	3
English 30	3
Mathematics 33 information bulletin.	3
Mathematics 33.	3
Math̩matiques & sciences.	2
Mathematics 30.	2
Biology 30, chemistry 30, physics 30.	2
Sciences.	2
Mathematics and sciences bulletin.	2
Mathematics and sciences.	2
Social studies 30 bulletin.	2
R̩daction	2
Etudes sociales 6e ann̩e.	2
Lecture	2
Choix multiples	2
Fran̤ais 30	2
Supplementary information.	1
Sciences 9e ann̩e	1
Fran̤ais/French language arts 9e ann̩e	1
South and Calgary regions.	1
Math̩matiques 9e ann̩e	1
Biology 30, chemistry 30, physics 30	1
Catholic school version.	1
Non chemical control of weeds, insects, diseases for maximum economic yield	1
Biologie 30	1
Social studies 30	1
