(OCoLC)ocl73981973	48
(OCoLC)ocm18993483	36
(OCoLC)4801282	30
(CaOONL) 790807815	30
(DLC)cn 79080781	30
(CaOONL) 84082601X	25
(OCoLC)11453829	25
(DLC) 86643104	25
(CaOONL)890810141	24
(DLC)   89643771	24
(OCoLC)19685806	24
(OCoLC)ocl79674284	24
(OCoLC)ocm14708556	16
(CaOONL) 920829201	15
(OCoLC)12745088	13
(CaOONL) 850813069	13
(CaOONL) 780802012	12
(DLC)cn 78080201	12
(DLC) 84642905	11
(OCoLC)10644505	11
(CaOONL) 85089011X	11
(OCoLC)9269369	10
(CaOONL)820818356	10
(CaOONL) 890800219	9
(DLC)cn 89080021	9
(CaOONL) 910802580	9
(CaOONL) 770801668	8
(OCoLC)ocl73236007	8
(DLC)cn 77080166	8
(DLC) 75644162	8
(OCoLC)2241660	8
(CaOONL) 750838558	8
(OCoLC)ocm12624433	8
(OCoLC)ocm10656178	8
(OCoLC)ocm26498122	8
(CaOONL) 92081266X  rev	7
(OCoLC)ocm25883299	7
(OCoLC)ocm26498120	6
(CaOONL) 998056006	6
(OCoLC)43825068	6
(DLC)cn 99805600	6
(OCoLC)ocm43904058	6
(CaOONL)20018900011	6
(CaOONL) 830818731  rev	6
(DLC)cn 83081873	6
(CaOONL) 008033226	5
(OCoLC)44519811	5
(CaOONL) 920821510  rev	5
(CaOONL) 830818537  rev	5
(CaOONL)20068015607	5
(DLC)cn2006801560	5
(OCoLC)69900423	5
(CaOONL) 860806715  rev	4
(DLC)cn 86080671	4
(DLC)   88645846	4
(OCoLC)18333205	4
(OCoLC)ocm27165449	4
(OCoLC)ocm23263640	4
(OCoLC)ocm38593239	4
(CaOONL) 920822908  rev	3
(CaOONL) 94801069X  r̩v	3
(OCoLC)ocm30842852	3
(CaOONL) 890890188	3
(OCoLC)15203596	3
(DLC)   87658040	3
(CaOONL) 910890501	3
(OCoLC)ocm22915485	3
(DLC)sf 90092495	3
(OCoLC)4589450	3
(CaOONL) 780832884	3
(DLC)cn 78083288	3
(OCoLC)4955328	3
(DLC)   84648496	3
(CaOONL) 920829392  r̩v	3
(OCoLC)ocm26758309	3
(CaOONL) 930803094  r̩v	3
(OCoLC)17371348	3
(CaOONL) 880803290	3
(DLC)cn 88080329	3
(OCoLC) 9230597	3
(CaOONL) 820817716	3
(CaOONL) 958000174	2
(OCoLC)8748512	2
(CaOONL) 820805874	2
(DLC)cn 82080587	2
(CaOONL) 850807522  rev	2
(DLC)   85645600	2
(OCoLC)20223895	2
(CaOONL)890821682  rev	2
(DLC)cn 89082168	2
(OCoLC)9528171	2
(CaOONL) 830808965	2
(DLC)cn 83080896	2
(CaOONL) 840811748  rev	2
(DLC)cn 84081174	2
(CaOONL) 920822916  r̩v	2
(CaOONL) 988006545  rev	2
(DLC)   85645477	1
(OCoLC)11226264	1
(CaOONL) 840822634	1
(CaOONL)920829228	1
(DLC)   92082922	1
(CaOONL) 978008855	1
(OCoLC)ocm36493123	1
(OCoLC)12243212	1
(CaOONL)850804280	1
(DLC)cn 85080428	1
(CaOONL) 988049244	1
(OCoLC)ocm40526048	1
(CaOONL) 930803108  r̩v	1
(CaOONL) 910813930  rev	1
(DLC)cn 91081393	1
(CaOONL)20048010073	1
(OCoLC)ocm54790316	1
(OCoLC)10898614	1
(CaOONL) 840818440	1
(DLC)cn 84081844	1
(CaOONL) 008057206	1
(OCoLC)ocm45555683	1
(CaOONL)20038007762	1
(OCoLC)ocm51921322	1
